gene_id,Con1_Liver,Con2_Liver,Con3_Liver,Con4_Liver,Con5_Liver,Con6_Liver,T1_Liver,T2_Liver,T3_Liver,T4_Liver,T5_Liver,T6_Liver
25425,4948.86,6754.9,5416.98,6538.78,4055.99,4123.53,1600.99,1680.9,3479,4331.45,2337.95,1800
25426,6,4,7,4,5,4,52,113,19,56,69.99,59
25427,10390.19,7675.52,8114.18,7458.06,9662.51,10162.54,7770.36,7458.02,8385.53,12421.98,3266.19,8377.89
25428,6058.86,5276.7,3844.77,6067.51,23917.36,20466.71,43,39,163,7069.25,39,49
25429,113,186.99,97,174,120,93,1239.98,1197,974.87,383,694.81,1002.99
25430,2051.94,1841,3139.78,1865.94,1743.97,1709.99,225,312,949,312,405,300
25431,0,0,0,0,0,0,0,0,0,0,1,0
25433,24,44,82.58,52,12,24,28,36,14.96,42.03,15,28
25434,178,137,299,150,183,151,122,166,213,229,172,106
25435,229,286.76,180,313,273.97,294.99,49,47.99,65,204,45,49.99
25437,230,220,238,219,157,167,276.9,243.91,201,289.17,207.16,275
25438,154,86,101,96.01,108,83,43.98,36.05,113,129.09,75,122
25439,125.45,118.2,202.07,91.85,96.66,95.43,50.16,52.72,105.24,177.26,100.97,39.49
25441,301,206,252,186,178.9,197,430,423,340,1074.99,472,402.99
25444,0,0,2,2,2,1,2,0,0,0,0,2
25445,1,1,2,2,0,3,8,9,7,5,14,9
25446,56,29,104.15,30.34,64,82,82.87,75,173.61,96,192.03,62
25448,3,1,1,3,3,3,0,0,2,7,0,0
25449,0,0,1,0,1,1,0,0,0,0,0,0
25450,0,0,0,1,0,1,0,3,0,3,1,1
25451,3.59,3.93,3.47,5.33,4.06,5.09,1.59,1.08,3.79,2.15,0,0.9
25453,35,54,19,49,36,60,32,32,30,48,11,40
25454,511.68,47.79,170.49,43.18,19.74,21.18,480.34,502.54,302.49,102.8,174.25,521.41
25455,140.89,165.42,149,131.48,97,132,79.79,71,70.93,132,73.01,79
25456,434.46,274.66,343.63,258.1,144.66,138.71,516.88,501.12,548.69,631.74,222.08,503.5
25458,600,1082,1359.21,1128,2090,1947.99,574.97,593,557,763.24,1285.96,542
25459,973.65,1218.48,1223.41,1239.74,1104.17,1093.27,575.51,579.16,521.19,886.42,707.01,591.19
25460,9,16,7,7,17.01,14,3,2,0,21,2,2
25461,0,1,1,2,0,0,0,1,0,0,1,0
25462,955.98,868,1055.05,902.99,1032,1246.99,962.79,1139.98,1686.83,877,1144.22,1022.61
25464,629.99,497.06,1358.8,513.78,702.96,785,3469.11,3431.59,17153.1,1990.99,13356.63,3460.21
25466,913.21,967.95,1049,869.99,666,691.99,803,717,1338.25,890,1212.97,688.99
25467,284.33,219.94,295.97,225.86,97,143.82,248.24,235.55,260.9,263,220.56,262.74
25468,91,98.96,62,79,58.99,65,4,5,0,13,0,0
25470,0,1,1,2,1,2,1,1,2,3,1,1
25472,38,55,71,49,37,25,561.99,640,241,477.5,542,600
25473,215,206,244,228.45,177.89,169,85,96,177,224.93,118,76
25474,0,1,3,2,0,1,0,1,0,2,10,1
25475,41.54,7.52,26.36,7.78,2.35,14.94,13.36,14.6,27.28,27.34,35.01,1.5
25476,1671.23,1994.37,2819.46,2065.01,2945.66,2910.04,1270.34,1218.96,1152.72,1495.29,1308.75,1437.5
25478,3171.51,2899.75,3434.12,2818.93,3310.01,3270.28,2120.67,2181.59,2649.1,2737.81,2234.46,2013.34
25479,1106.07,1319,1399,1288.99,1473.88,1353.97,1225.93,1233,1233,1403.99,1135.02,1308
25480,219.19,136.79,198.01,138.75,119.86,112.4,142.09,111.79,93.81,163.19,135.63,137.44
25481,0,6,8,3,3,4,1,0,1,2.14,1,2
25482,77,119,85,110.97,128,115,77.99,79,71,149,73,69
25484,632,542.33,710.3,536.97,751.79,772.99,731.62,779,833,549.58,522.15,723.88
25485,619.92,679.95,752.19,731.82,555.98,580,266.96,284.99,512,375,456,281
25486,884.02,776.85,878.02,764.02,722.21,696.44,760.88,778.33,783.94,1042.92,723.99,753.23
25488,522,536,575.03,530,584,607,373,474,399,448,478,370.96
25489,3348.03,4274.92,3901,4096.65,3662.2,3613.96,3936,3724.85,3662.62,4448,4701.75,3780.68
25490,624.99,671,629.99,586,747.78,637.82,664,658.94,564,589,807,668
25491,0,16,38,13,13,8,1,4,4,26,1,2
25492,490.94,488.5,482,476.97,583,588.99,86.92,85,506.71,259.98,417,99
25493,1537.66,961.21,1726.87,944.15,1534.93,1421.62,1146.61,1150.51,2403.15,2114.77,2336.52,1174.94
25494,633.3,745.33,699.13,659.18,610.2,604.36,943.28,1068.97,789.98,1063.24,811.77,1271.57
25495,1,6,0,0,1,2,0,4,1,6.64,0,1
25496,269,386.99,206,385.89,217.95,228,220.99,198,254,325,290,228.95
25497,288.99,466.98,340,422,457,458,617,640.36,454,382,505.54,605.81
25498,2183.47,2361.98,2843,2286.43,2233.25,2095,4113.14,4344,2755,3630.84,4786.97,4406.26
25499,1535.29,1437.58,1482.99,1422.98,1287.99,1336.92,1403.01,1312.81,1188.58,1336.18,1348.96,1294.74
25501,1,0,0,0,0,0,0,0,0,1,0,0
25502,3379.95,2778.6,3871.97,2879.93,2551,2185.47,1986.84,1868.99,2162.94,2753,2239.88,1985.84
25503,0,0,0,0,0,0,1,0,0,0,1,0
25505,9,9,9.99,7,2.98,4,11,9,6,30,7,6
25506,21568.21,26500.28,23882.21,26344.31,35093.57,36189.96,42757.54,44242.76,31070.24,23579.17,42917.31,44012.99
25507,799,748,962.99,774,849.88,821.74,1168.04,1105.97,1518,1055.99,2229,1108
25508,819.01,755,802,802,697.98,596.98,307.16,322,458.99,732.93,583,256.99
25509,0,1,2,0,0,0,0,2,3,2,7,1
25510,8,1,1,3,1,0,6.53,4,0,1,15,11
25511,2765,2900.98,3379.08,2847.85,3545.77,3326.98,1073.82,1170.18,1673.92,2038.94,1768.86,1205.74
25512,0,0,1,0,0,0,0,0,0,0,0,0
25513,2106.73,2755.39,1422.96,2680.07,1957.65,1953.6,1340.61,1402.56,3606.85,682.79,2320.13,1366.73
25514,2785.95,3168.61,3797,3096,3065.95,2579.39,1581.62,1472,1679,1271,1466.35,1642.03
25515,14,12,9,10,7,10,17,6,1,20,11,9
25516,0,0,2,0,0,0,0,2,0,0,1,0
25517,0,3,0,0,0,0,1,1,2,0,0,1
25518,7370.89,8621.99,9345,8321.44,9830.98,8903.98,6400.8,6747.46,6268.56,6411.92,9627.21,6915.34
25520,499.99,549,609.79,621.91,587,675,424,386,385.49,433,432,401
25521,1,0,3,1,2,2,27,20,3,5,7,13
25522,149,201,187,236,264,286,423.99,346,242,263.92,97,374.65
25523,0,0,0,0,0,0,0,0,0,0,1,0
25524,10531.99,9121.98,9871.99,8799.99,7574.09,7827.78,9450.76,9259.17,11483.99,13594.55,10866.12,8888.7
25525,0,0,2,3,0,1,1,3,2,2,4,1
25526,2,0,15,1,8,3,22,11,1,1,5,5
25527,48,224,78,227,298,282.01,20,33,7,28,48,29
25528,469.08,380.98,565.89,397.98,339.91,357.12,2728.02,2998.69,4741.78,2499.97,3229.6,2836.34
25529,1414.72,1706.61,2461.17,1815.98,1401.24,1434,429.99,421.99,995.89,979.98,608,358.56
25530,41,37.14,45.88,39.21,35,31,50,36,62.57,46,80.37,66
25531,18,39,20,44,39,30,7,9,1,11,1,4
25532,121,141,175.97,138.99,122,119,79,101,102,91,137,100.23
25533,956.84,904.15,1295.92,952.79,987.32,891.98,773.36,767.38,661.08,964.01,1126.12,799.63
25537,681.98,604,676.99,585.43,630.88,600.77,648,609,713.99,780,657,590.9
25538,1971.98,1865,2182,1780,1881,1896,2767.99,2658,2615.96,2084.58,4953,2637.95
25539,0,0,0,0,1,0,0,0,2,0,0,0
25540,1,1,0,0,0.99,0,0,0,0,0,1.99,0
25541,20292.93,25583.32,24654.84,25156.3,26080.42,25597.04,13802.58,13916.13,15823.95,20821.24,9359.94,14613.34
25542,11,20.29,46.42,10.23,16,9.27,482.46,435.71,163.97,309.57,246.84,410.69
25544,0,0,1,2.45,2,0,15,12,91,7,54,12
25545,291,199,155,202,129,166,127,97,149,247,157,88
25546,0,0,0,0,0,0,0,1,0,0,0,3
25547,384.98,255,301,258,222,250,110,118,154,220,72,130
25548,0,1,0,0,0,0,0,0,0,0,0,0
25549,144.99,132.73,136.35,137,130,154,141,130,103,132,112,136
25550,2,0,0,2,1,1,3,4,0,2,2,1
25551,12,5,3,6,4,11,111.48,80.48,0,0,121.96,0
25552,13,16,4,14,6,11,14,13,3,11,23,15
25553,3,2,5,2,1,4,5,1,3,10,1,3
25554,31,42,23,32,28,18,3,4,7,9,4,2
25555,0,0,0,0,0,0,1,1,0,1,0,1
25556,17,16.04,11,23,8,16,142,177.59,57,34,220,161
25557,9,1,3,4,1,3,8,11.99,10,6,13,6
25558,46,91.98,99,87,111,116,46,35,86,100,50,38
25559,93,146,157.01,142,157,148,4,2,28,7,2.98,1
25560,110.89,426.99,165.83,401.99,355.7,297.84,342.16,300.98,222,637.32,359,295.05
25561,31.84,18.03,21.23,14.9,29.87,28.15,8.66,10.37,5.88,9.01,12.26,14.82
25562,786.65,1012,1102.42,850,865,881,948.95,947.84,854,757.99,771.29,925.86
25563,11,1,2,8,3,1,2,2,2,11,6,6
25565,192.63,224.94,232.25,182.78,216.4,231.83,189.8,169.75,273,242.09,295.12,184.38
25566,28.33,14.93,19.32,24.25,33.87,23.52,58.77,51.83,35.5,36.59,51.48,38.17
25569,0,1,0,0,1,0,1,0,1,0,1,0
25570,2,3,2,2,5,1,0,0,1,0,0,0
25571,20540.15,19811.2,21655.19,19151.75,16374.85,14912.42,5665.21,5555.61,11267.96,11495,3809.46,5965.3
25572,6,6,7,9,7,4,17,11,11.99,8,10.01,9.98
25573,1318.9,1227.99,1671.13,1234,1100,1153.28,1153.99,1121,1083.41,1063.34,1101,1073.86
25574,825.26,886.31,835.84,827.94,843.55,882,982.97,1004.98,787.71,837,853,1029.88
25576,705,616,830,573.39,623,593,1094,1063.97,1097.99,1068.75,1013.59,1072
25577,1013.69,882,1066.71,859,769.48,716,1579.99,1664.97,1251,1362.46,1258.99,1607.43
25578,2924.83,2987.39,3284.11,2820.5,3060.99,3228.13,3817.37,3848,2730,3605.07,3450.53,3768.87
25579,46.75,45.29,53.3,44.19,32.36,38.01,89.25,79.25,40.96,82.79,39.56,82.93
25581,882,1110.97,1150.85,1129.97,1378.81,1390,1270.85,1204.78,1066,1077,1076.97,1293
25582,0,0,0,0,1,0,2,0,1,4,0,0
25583,0,0,0,2,0,0,0,3,2,1,2,1
25584,38,30,54,32,45.95,53,11,15,48,20,40,13
25585,280,488,423.79,505.89,317.92,345,458.43,438,204,485,357,394.96
25586,303,127,195,136,559.94,669.98,1100.01,1295.73,858.98,756,1253.93,1287.98
25587,544.99,1463.37,788.64,1303.86,790.74,863.69,525.29,434,446.73,739.77,292.23,421.95
25589,1448.99,1410.85,794.71,1067.92,831.08,1149.55,78,91,194,1175.7,245,92
25591,540.89,701,777.54,719.96,877.93,951,671,695.6,574.99,779.99,634.99,747
25592,694.91,595.84,587,567.64,478.99,523,529.99,505.99,597,664,499.59,501
25593,4,0,0,0,0,0,1,1,0,1,2,0
25594,2282.63,2350,2513.73,2222.88,2230,1996.99,2510,2578,2303,2344.25,2647.98,2633.99
25595,30.77,25.91,14.96,31.05,16.6,17.51,20.23,26.24,15.57,19.36,14.17,21
25596,4743.84,4290,5166.84,4571,4711.9,4954.37,8832.89,8678.73,5360.78,5060.63,6116.92,8671.84
25597,15,19,19,20,18,16.99,24,25,8,36,16,19
25598,32.54,18,39.7,17,33.95,29.57,17.58,29.71,26,35.57,32,33
25599,2025.99,1354,2708.98,1436,1764.99,2059.96,1312.09,1180.98,1771.51,7202.26,1887,1423
25600,810.14,658.83,711.82,560.51,436.16,421.25,1818.49,1630.64,952.3,766.36,1420.7,1664.65
25603,375.97,340.33,359.98,323.83,286.94,220.92,849.34,748.46,827.01,1339.62,1021.54,798.01
25604,320.02,463.98,472.58,437,497.99,547.97,297.37,287.99,345,355,410,297
25605,1,1,0,0,0,0,1,0,0,0,0,0
25609,0,0,0,1,1.03,2,0,0,1,0,0,0
25610,0,0,0,0,0,0,60,50,3,8,33,42
25611,7203.39,9409,9511.55,9338.13,6936.85,7069.97,867,964,1834.57,3210.43,497.02,982.98
25612,72.01,51.74,165.35,62.12,152.87,190.58,613.86,558.09,475.48,348.2,773.02,620.66
25613,4,5,3,6,1,3,56.83,52,25,14,89,31
25614,728.99,693.94,789.99,621,707.99,646.94,623.14,721.95,666,731.16,605.06,678
25615,12215.85,12493.38,13297.38,12688.67,12059.75,11428.44,5935.52,5660.99,8762.67,7756.74,6177.56,5892.68
25617,21923.28,19339.4,16533.08,18844.87,19491.2,19359.57,47328.81,45600.83,47852.73,24986.96,28281.13,47799.99
25618,3294.08,4570.75,3849.51,4322,4245.78,4325.72,1850,1715,1403.67,2267.17,1504,1799.99
25619,94,109,82,87.99,86,94,22,17,21.97,79.99,21,10
25620,2334.16,2788.93,4074.1,2799,2335,2182.96,1673.44,1903.92,2220.07,2496.96,2077.97,2154
25621,6504.32,10962.92,10661.96,10492.91,7127.88,7253.01,4686.78,4801.07,5620.99,6176.74,5052.27,4535.38
25622,866.99,829.99,816.99,793,738.38,727,1411.99,1444.92,1502,961.99,1691.72,1383.97
25623,1472.81,1672.79,2403.94,1710,3042.96,2838.72,1337,1382.99,2350,3867.99,2799,1502
25624,46.1,54,52,50,19,25,61,55.84,29.47,55,48.99,44
25625,1541.26,1351.84,2138.99,1374,1978.09,2063.05,3606.79,3665.7,3957.77,3951.22,3317.12,3560.06
25626,2041.34,2080.69,2490.77,2131.98,3794.96,3601.26,2153.98,2639.75,2715.99,3295.41,3164,2523.96
25627,2,4,0,3,6,4,5,2,0,5,1,2
25628,0,0,0,1,0,0,1,1,1.06,1,0.87,2.03
25629,0,0,1,0,0,0,0,0,0,0,0,0
25630,318,245,310.92,287,277.61,256,1273.17,1189.88,1147.5,1596.89,1255.88,1222
25631,270,278,345.99,314,372.98,383,205.53,194,166,377.98,112,194
25632,8181.49,3808.46,4200.51,2655.4,1297.87,2830.72,3111.56,2565.06,13087.37,5763.35,8516.08,1925.28
25633,2,3,3,3,5,4,5,0,1,3,0,1
25634,15304.27,39809.55,51400.89,39559.84,38506.78,38881.87,2822,2661.99,900.9,39351.96,540.99,2749.88
25636,846.76,958.86,1186,967.32,846.94,766,384.72,421,453.04,585.98,347.93,436
25637,49,42,36,34,39,35,22,22,30,66,27,35
25638,16.46,31,40,19,17,14,18,25.08,10,38,7,36
25639,1924,1638,1892.25,1552,1433,1343.95,1784,1754.02,1625,1963,2156,1683.15
25640,243.57,468,468,447,315.98,350.07,91,96,67,278.05,95,98
25641,9,4,86,12,34,20,10,13,15,10,12,4
25642,4791.31,8496.75,8671.84,8244.94,10410.49,9072,219.44,265.12,876.81,240.4,286.03,290.98
25643,2465.35,2409.84,2784.6,2329,2534.7,2547.03,3093.37,3166.94,2650.46,2171.99,3230.71,3155.92
25644,27,33,42,30,19.98,34,30,30,14,59,12,20
25647,28,24,43,20,35,34.99,111.08,88.95,279.34,129.1,214.87,116
25648,19.24,13,53,13,28.97,19.06,431.98,438.98,335.71,69.98,471,399
25649,10788.94,13608.1,15067.99,14251.98,17278.8,16858.28,2049,1781,3789.74,10460.91,2165.99,1881.77
25650,2423.39,2054.25,1572.31,2131.91,1186.86,1231.76,305.53,318.8,829.63,1128.47,1601.28,318.07
25651,151.01,163.7,111,163.99,154.58,159.96,534,576,837.87,294,644,456.8
25652,275.76,174.03,121,161,77,84,25,22.99,53,40,38,28
25653,1,0,0,0,0,0,0,0,0,0,1,0
25654,3,0,4,3,2,1,1,0,2,5,2,2
25655,75,64,100,78,59,56,49.94,49.99,85,68,135,43
25656,2,1,1,2,2,3,1,0,0,0,3,4
25658,4818.1,6474.22,8880.97,6927.45,3957,3920.01,182,185,1394.99,2045.93,341,220
25659,2511.27,4789.77,5658.88,5224.7,7733.67,8316.38,581.98,584,1304.96,1454,831,619.71
25660,6,11,16,5,10,7,6,13,8,21,6.97,11
25661,57162.87,34739.27,41994.89,36246.94,24647.07,24505.34,88821.91,98218.17,99175.3,55652.96,128285.1,90426.56
25662,90,128,210.98,126,604,496,9,9,28,157,29,7
25663,4181.05,2914.13,2370.11,2686.03,1770.11,1829.3,9689.66,9398.19,13075.73,10349.79,12459.09,9965.73
25664,44,45,94.83,37.02,44,44,30.99,23,58,26,22,38
25665,8,5,7,8,7,3,0,1.58,1,2,7,0
25666,28,9,10,15,9,7,10,5,1,20,6,7
25667,0,0.98,0,0,0,0,0,0,0,0,1,0
25668,581.6,403.7,391.66,353.76,395,409.29,764.8,724.7,423.3,1163.81,829,743.5
25669,11,9,10,8,0,7,21,11.97,4,9,9,3
25670,96.11,80,105.46,85.06,101.81,88.06,12.02,11.41,33.08,65.41,40.98,9.18
25671,492.96,572.13,731.38,532.43,504.29,522.1,810.2,756.01,1243.13,639.16,998.47,773.68
25672,168.79,173.99,217.99,157,150,164,67,61,131,80,135.99,52
25673,299,357.94,365,296,289,280,204.01,186.23,352,500.94,365,178.97
25675,4416.88,3221.89,2734.9,3028.92,7395.69,7621.64,1382,1246,2524.41,2663.76,1411.93,1423.9
25676,213,292,246.9,298.01,270,268,301,307.99,274,326,251.91,306
25677,0,1,0,2,0,1,0,0,0,2,0,2
25678,542,282.73,317.99,257,20,21,16.98,16,770.78,574.98,747.9,15
25679,29,19,27,27,21,17,11,11,16.9,21,14,12
25681,4.99,4,0,0,1,1,2,4,2,3,2,2
25682,222.58,313.09,987.93,333.97,156.59,150.34,114.23,113.28,239.5,121.51,229.25,138.45
25683,18,32,73.99,36,33,39,75.95,71.99,178.16,74,102.27,70
25685,30209.07,16268.82,14545.6,18225.76,23828.38,21533.01,7263.37,5935.84,40043.55,34466.79,53560.29,5305.55
25686,46,36,29,35.98,48,55.02,412.49,488.67,144,74,239.98,337.93
25687,6191.25,5715.62,7318.9,5452.71,4330,4100.96,3317.8,3353.07,4306.86,5046.19,4200.09,3411.19
25688,6.99,10,4,4,6,3,3.35,3.14,7.38,2.44,5.87,10.52
25690,2687.41,1783.93,1259.09,1839.19,1393.81,1304.42,489.95,404.97,818.39,1573.87,959,388.84
25692,64.17,31.44,127,52.88,85,45,250,314,260,89.84,244.01,204
25693,1,0,0,0,0,0,0,0,1,0,0,0.97
25694,0,2,2,4,2,2,8,3,46,10,4,5
25695,195,112,213,109,134,104,802.01,765,2836.87,421,2040,758.99
25696,17,24,29,16.99,20,13,10,18,23,17,39,11
25697,15523.84,12767.97,10377.22,11662.65,9306.8,9831.21,14587.52,13650.86,16586.24,18606.52,19589.81,13450.65
25698,27332.16,51957.55,31661.42,53508.53,53349.55,56533.4,10004.92,10366.38,17890.98,20922.18,14068.62,10605.34
25699,3,1,2,1.9,0,0,0,1,0,2,4,0
25700,1590.46,1640.95,1734.04,1617,1724.63,1759.74,2277.66,2212.04,1500,1405.87,1439.71,2265.38
25701,295,329.99,360,343,330.98,336.09,160,146,145.96,253,118,149.98
25702,0,0,0,0,0,0,0,1,0,0,0,0
25703,47056.89,47473.77,56667.86,48253.9,52712.34,56622.91,22935.61,21504.97,31540.1,23774.92,17356.61,20875.33
25704,9,4,2,3,3,3,17,19,28,15,16,17
25705,291.5,251.09,270.81,258.32,214.82,303.63,387.14,350.23,998.21,389.63,862.38,315.18
25707,27,26,11,23,18,8,36,32,38,15,69,47
25708,15,3,4,3,11,6,0,0,9,15,6,11
25709,339,425,452,419.06,583,575,263,264.35,298,309,290,239
25710,6,7,3,1,2,3,6,1,0,11,5,2
25711,2,0,0,1,0,5,560.52,762.96,456,112,1472.77,693
25712,0,0,0,0,2,0,0,0,1,2,0,0
25713,38.72,25.5,28.26,24.38,15.36,18.02,34.44,46.89,39.32,131.73,50.67,28.24
25714,14,4,5,12,10,10,0,1,6,16,2,8
25715,274,354.14,433.81,360.52,364.99,396,2193.24,2249.02,1403.72,1118.95,1540.48,2065.67
25716,3,6,5.96,2,7,2,458,520.99,90,68,415.99,406
25717,116,95,256,117,144,137,62,67,83,63.98,66,58
25718,54,50,44,38.82,45.97,38.01,77,83.54,46.7,96.08,46.96,88
25719,0,0,3,0,2,0,2,0,0,0,0,0
25720,546.99,535,593.98,519.83,575.97,468,431.24,409.94,531.99,503,574.99,439.98
25721,6458.53,8075.32,7629.45,7830.94,9972.37,10548.71,3329.25,3442,4863.71,4398.11,5010.58,3584.84
25722,10,11,2,5,9.95,14,0,0,13,17,8,11
25724,38,30,34,29,39,28,20,22.99,18,26,28,9
25725,2597.71,2777.96,3333.34,2782.88,2768.2,2808.5,2904.38,3012.49,2489.76,3402.91,3469.13,2977.36
25726,0,0,0,0,0,0,0,1,0,0,0,0
25728,188699.53,165675.13,230273.46,172767.29,162560.79,184916.39,99017.81,90407.41,137643.81,124917.77,98812.57,91358.59
25729,12,20,15,22,68,49,49,53,12,38,44,59
25730,2,2,4,2,1,2,0,0,0,1,0,1
25731,31,43.16,54,47,11,24,2,1,11,10,8,4
25732,235,169,340.9,192,218,231.91,114,99,351.94,185,358.99,128
25734,163.97,140.67,184.04,119,98,114,514,523,449.72,821.05,515,508
25735,9429.68,10018.9,8753.51,10103.95,6327.71,6562.65,9933.7,9622.05,4387.07,8937.86,4278.66,10120.61
25736,0,1,1,0,0,1,0,0,0,0,0,1
25737,245,314,324.99,306,354,377,299,347,257,398.98,296,331.07
25738,743.99,846.98,702.93,859,660,699,434.96,459,780.99,602.83,526,452.42
25739,114.29,106,100,80.9,80.07,100.82,77.93,92,35.89,106.87,116,101
25740,3,0,3,2,1,1,5,3,0,2,0,6
25741,453,554.16,503.99,565,641,605,726,736.37,559.93,648.99,671.99,803.47
25742,3,2,2,2,2.25,1,0,2,1,2,1,0
25743,0,4.03,0,0,3.11,5.28,3.28,0,7.38,0,3.46,2.57
25744,474.94,383,378.04,399,375.54,372,471.95,438.45,437.92,406,567.84,425.4
25745,2834.11,2664.54,4247.85,2605.75,2925.18,3685.72,5944.46,6403.87,6643.66,9190.25,4230.53,5703.03
25746,158,218.97,103.02,214.67,111,131.96,95,93,131,183,82.35,121.99
25747,4658.83,3365.33,4128.56,3245.36,5439.26,5135.31,1252.06,962.7,660.13,2256.74,553.55,858.18
25748,118.56,34.67,53.85,30.72,18,32,59,49,160.25,127,150.96,44
25749,3,5,5,2,3,4,6,8,4,8,11,8
25750,3580.29,3509.97,4158.11,3404.97,3016.12,2948.16,887.72,947.92,1744.69,1949.28,778.05,880.05
25751,831.52,852.08,935.52,890.92,936.62,984.8,1073.11,1076.59,756.28,859.21,866.33,1103.67
25752,10,10,5.65,15,3,5,5,3,2,35,4,6
25753,0,1,0,0,0,1,0,0,0,0,0,0
25756,90.95,104.9,97.43,97,34,50,100.93,116,85,120,89,120.88
25757,4434.2,5111.9,5792.74,5164.25,5920.75,6118.37,2124.42,2338.88,1079.04,8103.95,2517.63,1849.29
257644,510.2,629.02,501.63,599.43,717.99,644,474,461.04,341.67,629.73,691,415.24
257645,1291.97,1169.25,1488.14,1201.87,1242.87,1269.04,465.35,435.51,732.5,805.09,616.19,478.26
257646,146,145,192,135.97,121.99,103.91,156.97,131,218.93,164,154.15,138
257647,195,279.98,223,301.99,287.99,307,357,346,312,267.68,329.94,348.09
257648,0,0,0,0,0,0,1.94,0,0,0,0,0
257649,2,6,7,7,8,9,0,1,0,18,1,3
257650,126.59,140.94,120.42,148.1,77.69,72.93,131.73,119.78,81.36,103.92,106.52,107.1
259167,1.27,1,2,1,1,2,1,0,5,0,1,3
259170,202,250.89,240,255,214,218,345.71,362.96,249,224.3,255.89,370.99
259171,211.88,187.96,184,197.6,193,145.98,157.89,150,148,281.31,241.98,169
259218,176,255.87,221.06,229,251.74,239.46,238.82,218.06,197,193,288,251
259221,620,578.99,844.95,530.95,656.89,742.83,123,121,329,272,217,116
259222,0,1,1,0,2,0,0,0,0,0,1,0
259224,1,1,6,0,1,1,1,4,1,4,4,2
259225,234,170,268,190,177,201,349.29,379,258,275,376,397
259226,0,0,0,0,0,0,1,1,0,1,1,3
259229,535.07,665,599.05,616,560,639,910,920,641,811.64,894,969
259235,862.99,878,863.92,843.65,703.82,757,469.99,360,453,882.99,350,417
259237,257.99,196.99,315.91,192,187.14,190.99,227.98,218,229.97,265,274.35,195
259241,1520.83,1259.66,953.98,1275.78,2260.44,2080.97,709,603.9,306,1370.47,710,577.38
259242,55,132,90,126,83.53,62.96,15,12,29.38,65.97,11,7
259243,0,3,2,1,1,0,1,1,0,0,0,1
259244,100603.58,85263.43,80301.58,90215.54,41496.83,38709.53,28634.88,24811.79,23717.89,7057.98,24794.29,27028.39
259247,70946.57,59314.27,61988.75,61923.52,27561.13,26241.07,20489.92,17253.96,17270.6,5715.97,17473.4,18475.55
259248,557,843,657,855,686.95,741,296.98,326,386,583,233,277.98
259269,0,0,74.75,1,13,18,7,4,1,0,1,6
259270,300.84,279.06,314.24,306.35,278.59,304.38,522.35,546.76,494.21,345.46,332.96,537.81
259271,105,98,126,76,139.85,129,56,53,43,89.93,49,65
259272,1,1,2,2,2,1,1,0,1,1,2,0
259273,2,1,3,1,3,2,0,0,1,2,0,2
259274,706,778,815.94,659.92,932.45,1022.99,829,775,747,788,774,819
259275,455,528.98,597.98,472,473,546,628,605,500,710,521,647.98
260319,0,0,0,0,0,0,0,0,0,1,2,0
260320,957.98,954.94,1071.94,1021.99,789,817.71,1698.75,1595.8,1774,2095.02,1568.87,1613.01
260321,1979.59,2261.99,2882.73,2141.86,1894,1879.83,1359,1351.97,3882,1548.97,955.64,1370
260323,598,705.5,717.92,766.73,638.82,674,625.97,555.98,633.95,639.98,738,622
260324,11.17,0,3.45,2,0,1.11,3.55,0,1,12.83,0,2.42
260325,47,71.99,92,75.95,51,48,22,13,8,60,12,19
260326,47,33,21,26,27,29,190,198,104,76.97,185.99,178
260327,3,3,10,8,5,5,1,2,0,2,1,1
260416,2084,2398,2529.05,2474.95,2009.84,1912,2992.06,2817.89,4043.57,2898.98,2573,2808.26
260430,0,0,1,0,0,1,2,0.61,0,0,0,0
261730,64.85,67.24,54.99,85.02,74.97,70.97,37.13,68.74,44.83,94.96,44.21,48
261736,1193,1182.99,1393.44,1203.98,1190.97,1129.8,1471.97,1417.86,1416.02,1321.98,1215.84,1438
261737,104,79,116.51,74,77,86,30,23,53.76,37,39,24.85
26295,829.9,1297.3,1092.99,1208.94,856.98,855,1138.95,1059.99,732.99,1077.49,1041,1107.96
26296,117,114,113,65,75,87,190,171,299,326.8,391.19,185
266600,0,1,1,1,0,1,1,0,0,2,0,1
266601,795.96,815,964,782.02,795,753,1044,1025,874.99,914.6,1363.06,1036
266602,2327.74,2325.25,2173.57,2153.71,2475.75,2329.57,3099.62,3010.83,3516.95,3759.1,1902.73,3110.31
266603,72,82,144.99,73,54,56,5,4,25,60,37.06,1
266605,109,140,137.87,116,140,137,188,181,154,170,167,200
266606,510,545.21,691,512,608.87,555.23,515.98,473,443,610.99,513.96,520
266608,1,0,0,2,0,1,3,3,1,3,1,0
266609,232,276.99,371,293,279.99,306,243,270,126,295,298.81,247.03
266610,26,22,18,21,19,18,20,16,10,20,17,20
266611,546.3,612.36,557.59,579.15,336.24,364.14,368.19,365.21,262.05,409.8,330.44,425.23
266612,2,3,0,2,3,1,1,0,0,1,0,1
266631,186.01,191,208.99,213.05,239,238.69,177,179,206,203,178,167
266668,2653,2265,2586,2254.99,2224.09,2240.82,3353,3264.26,2688.61,2828.93,3471.03,3269
266670,58.22,101.59,83.67,86.5,96.6,117.69,78.63,90.44,60.22,107.36,71.99,98.92
266674,355.36,85.2,352.95,60.3,46.09,68.87,120.36,114.52,175.95,658.9,65.31,124.9
